능력단위코드,능력단위명,정의,대분류,중분류,소분류,세분류,지식,기술,태도,검색키워드
2001030407,빅데이터 품질 관리,빅데이터 품질 관리란 데이터 운영관리 시 기대수준의 품질을 확보하기위해 빅데이터 품질 기준을 수립하고 빅데이터 품질을 진단하여 빅데이터품질을 개선하는 능력이다.,정보통신,정보기술,정보기술운영,빅데이터운영·관리,SQL 문법 | SQL 사용 방법 | 데이터 기준 지표(DQI : Data Quality Index),빅데이터 오류 및 결합 분석 능력 | 빅데이터 품질 검증 규칙 설계 능력 | 빅데이터 품질 오류 패턴 분류 기술,객관적이고 합리적인 빅데이터 품질 표준을 수립하려는 태도 | 기술적 및 비기술적 제약사항에 대한 극복 노력 | 기술적 및 비기술적 제약사항에 대한 극복 노력,머신러닝
2002031803,디지털비지니스지원서비스 플랫폼 구성,"디지털비지니스지원서비스 플랫폼 구성이란 디지털 비지니스 플랫폼을 신속하게 서비스하기 위한 전산장비 서비스, 업무 프로그램 서비스, 특정 프로그램 서비스, 플랫폼 서비스를 구성하는 능력이다.",정보통신,통신기술,통신서비스,디지털비즈니스지원서비스,,,,머신러닝
2301020110,미세먼지 관리,미세먼지 관리란 다양한 환경에서 발생하는 미세먼지 문제해결을 위해 발생원을 파악하고 측정분석을 수행하여 미세먼지에 대한 영향을 최소화시키는 능력이다.,환경·에너지·안전,산업환경,대기관리,대기환경관리,WHO 미세먼지 가이드라인 파악 지식 | 1차 미세먼지과 2차 미세먼지 분류 지식 | 국내·외 미세먼지 가이드라인 파악 지식,급성 및 만성폭로에 대한 건강영향을 검색할 수 있는 기술 | 기상자료를 분석할 수 있는 기술 | 노출 장소별 미세먼지 구성성분을 파악할 수 있는 기술,MSDS 자료를 성실하게 검색하려는 태도 | 공정시험기준을 준수하려는 정밀측정에 대한 의지 | 관련자료와 근거 자료의 세밀한 보관과 유지하려는 태도,머신러닝
2001020907,빅데이터 품질관리시스템 개발,"빅데이터 품질관리시스템 개발이란 빅데이터 품질목표를 달성할 수 있도록 빅데이터 품질관리시스템 설계 및 구성, 품질관리 모듈을 개발하는 능력이다.",정보통신,정보기술,정보기술개발,빅데이터플랫폼구축,데이터 클렌징 | 데이터 클렌징 | 데이터 품질 기준,데이터 품질관리 프로세스 설계 능력 | 데이터 품질관리시스템 구성 능력 | 데이터 품질관리시스템 구조 설계 능력,문제해결을 위한 긍정적인 자세 | 새로운 기술에 대한 수용적인 태도 | 새로운 기술에 대한 수용적인 태도,머신러닝
1406020110,미래기술 융합 교통계획,미래기술 융합 교통계획이란 지속가능한 미래의 교통계획을 수립하기 위해 미래지향적인 융합교통정책을 설정하기 위한 정책개발 하는 능력이다.,건설,도시·교통,교통계획·설계,교통계획,미래의 도시구조에 대한 지식 | 미래의 이동 행태 및 통행 분석에 대한 지식 | 융합적 교통신기술 개발 과정에 대한 지식,대중교통중심개발(TOD) 미래도시의 교통구조 분석기술 | 미래의 도시구조 분석 및 이동/통행 행태 분석 기술 | 자율주행,"문제해결을 위한 객관적, 적극적인 태도 | 전략적이며 계획적으로 사고하는 태도 | 창의적이고 종합적인 사고를 하는 태도",머신러닝
2001030409,빅데이터 모델 운영,빅데이터 모델 운영이란 타겟 값을 획득할 수 있는 데이터를 파악하기 위하여 메타 데이터를 설계하고 타겟 데이터의 모델을 관리하는 능력이다.,정보통신,정보기술,정보기술운영,빅데이터운영·관리,데이터 모델링 도구 사용 방법 | 데이터 분석대상 업무 영역 | 데이터 분석대상 업무 영역,DBMS 운영관리 능력 | 데이터 모델 관리 능력 | 데이터 모델 분석 능력,내․외부 데이터 본질을 이해하고 식별할 수 있는 사고 | 내․외부 데이터 본질을 이해하고 식별할 수 있는 사고 | 다양한 요구사항에 대한 긍정적으로 수용하려는 자세,머신러닝
2001070105,인공지능 플랫폼 기능 구현,"인공지능 플랫폼 기능 구현이란 인공지능 플랫폼을 구축하기 위하여 기능설계에 따라 학습, 추론, 인지, 모델링, 플랫폼 관리 기능을 구현하는 능력이다.",정보통신,정보기술,인공지능,인공지능플랫폼구축,요구사항 중요도 분석 방법 | 요구사항 중요도 분석 방법 | 인공지능 알고리즘 개념,자동화 프로그램 활용 능력 | 자동화 프로그램 활용 능력 | 학습모델 테스트 결과 해석 능력,설계 항목을 정확하게 파악하는 자세 | 설계 항목을 정확하게 파악하는 자세 | 프로세스 흐름을 주의 깊게 관찰하는 자세,머신러닝
1204030703,건강운동 ICT 융복합 콘텐츠개발 적용기술 검토,건강운동 ICT 융복합 콘텐츠개발 적용기술 검토란 콘텐츠에 적용되어야할 다양한 기술적 사항을 분류하여 적용 가능여부를 검토하는 능력이다.,이용·숙박·여행·오락·스포츠,스포츠,스포츠경기·지도,건강운동ICT융복합콘텐츠개발,S/W와 H/W 기술의 개념 | 데이터처리에 대한 기본 이론 | 디지털 영상에 대한 기본 이론,아이템에 적용되는 기술 최적화 능력 | 최적화한 기술 시스템화 능력,각 부문의 기술 특성을 이해하려는 태도 | 새로운 기술 채택에 대해 적극적인 태도 | 새로운 기술을 탐구하려는 태도,머신러닝
2001010703,빅데이터 분석 기획,"빅데이터 분석 기획이란 데이터 분석 결과를 활용하기 위하여 빅데이터분석 요건 정의, 데이터 확보, 데이터 탐색, 분석 모델링, 분석 결과 적용을 기획하는 능력이다.",정보통신,정보기술,정보기술전략·계획,빅데이터기획,IT 투자 성과 정량화 방법론 | 개인정보보호법 | 경영 컨설팅 방법론,SQL 구현 능력 | 그래픽 디자인 라이브러리 활용 능력 | 대용량 데이터 핸들링 및 처리 능력,객관적 입장에서 데이터의 품질을 검증하려는 자세 | 과학적이고 체계적인 모델 구축에 대한 주의력 | 기술이 아닌 업무 중심으로 보려는 자세,머신러닝
1903080122,로봇 센서 신호처리부 설계,로봇 센서 신호처리부 설계란 로봇에 부착되는 다양한 센서 신호를 로봇의 동작 및 과업을 수행할 수 있도록 인터페이스 장치를 통해 전달하는센서 신호처리부 설계 능력이다.,전기·전자,전자기기개발,로봇개발,로봇하드웨어설계,"센서 데이터 제공을 위한 통신방법 처리 지식 | 센서 데이터 제공을 위한 통신방법 처리 지식 | 센서 데이터 처리를 위한 전기적, 물리적 특성을 이해하고 배치하는지식","센서 구동회로 활용기술 | 센서 데이터 고속 데이터 처리에 따른 신호처리 기술 | 센서 데이터 제공에 필요한 데이터 통신방법(RS232, RS422/485, LAN등)처리 기술",동작조건에 따른 활용장비 및 기기의 안전사항 준수의지 | 센서 데이터의 신뢰성 확보를 위한 학습활동 | 센서 데이터의 신뢰성 확보를 위한 학습활동 및 동작결과 기록유지,머신러닝
1204030804,경기력향상 과학기술 도식화 기법 활용,"경기력향상 과학기술 도식화 기법 활용이란 표, 도형, 사진 및 스케치 등을 활용하여 최종 결과물의 이미지를 문서로 구현하는 능력이다.",이용·숙박·여행·오락·스포츠,스포츠,스포츠경기·지도,경기력향상융복합콘텐츠개발,경기력향상을 위한 스포츠 콘텐츠 개발에 관한 지식 | 경기력향상을 위한 스포츠 콘텐츠 개발에 관한 지식 | 경기력향상을 위한 스포츠 콘텐츠 개발에 관한 지식,과학기술의 동향을 분석하는 능력 | 과학기술의 동향을 분석하는 능력 | 과학기술의 동향을 분석하는 능력,객관적 데이터를 기준으로 작성하려는 노력 | 과학기술을 체계적으로 분류하려는 자세 | 다양한 관점으로 대상을 파악하려는 자세,머신러닝
1901120103,전지·모듈 제작,"전지·모듈 제작이란 에너지 저장 장치(ESS)전지시스템에서 전지·모듈이 갖추어야 할 사양과 기능에 따라 전지, 전지관리장치, 모듈을 제작하는 능력이다.",전기·전자,전기,전기저장장치,전기저장장치개발,,,,머신러닝
2001020901,빅데이터 플랫폼 요구사항 분석,빅데이터 플랫폼 요구사항 분석이란 플랫폼 구축의 목적을 달성하기 위해요구사항을 수집하고 수집된 자료로 요구사항을 도출 및 분석하여 빅데이터 플랫폼 범위를 명세하고 검증하는 능력이다.,정보통신,정보기술,정보기술개발,빅데이터플랫폼구축,빅데이터 요구사항 수집 기법 | 빅데이터 플랫폼 구축 사례 정보 | 빅데이터 플랫폼 기술 동향,빅데이터 플랫폼 요구사항 점검 능력 | 요구사항 검증 능력 | 요구사항 구현 가능성 분석 능력,다양한 요구사항에 대한 긍정적으로 수용하려는 자세 | 양식에 따라 요구사항 명세서를 작성하고자 하는 태도 | 완성도 높은 요구사항 명세서를 작성하기 위한 책임감,머신러닝
2001020229,소프트웨어개발 방법론 활용,"소프트웨어개발방법론 활용이란 응용소프트웨어 특성에 따라 정형화된 개발방법론을 선정하고, 프로젝트 특성에 맞도록 테일러링 하여 응용소프트웨어 개발에 활용하는 능력이다.",정보통신,정보기술,정보기술개발,응용SW엔지니어링,소프트웨어 개발 방법론 | 소프트웨어 개발 표준 | 소프트웨어 개발 프레임워크,UML(Unified Modeling Language) 모델링 기술 | 리뷰 진행 기술 | 모델링 기술,방법론이 적용된 실제 경험을 토대로 목표와 계획을 수립하려는 노력 | 새로운 공학도구를 사용하고자 하는 도전 의식 | 새로운 공학도구를 사용하고자 하는 도전 의식,머신러닝
2001060604,생체인식 알고리즘 구현,생체인식 알고리즘 구현이란 생체인식 알고리즘 설계의 요구사항에 맞는생체인식센서를 선정하고 해당 센서를 통해 획득한 생체정보를 바탕으로고유한 생체특징을 인식하는 알고리즘을 개발하는 능력이다.,정보통신,정보기술,정보보호,생체인식(바이오인식),생체 센서 디바이스 특성 | 생체인식 소프트웨어 아키텍처 | 생체인식 알고리즘 모듈별 개발 툴,개발도구 분석 능력 | 생체인식 데이터 분석 능력 | 생체인식 데이터 분석 능력,"객관적인 기술 분석 자세 | 객관적인 기술 분석 자세 | 기술 요구사항을 종합, 분석, 요약하려는 객관적인 태도",머신러닝
2001010103,정보기술 R&amp;D 전략 수립,정보기술 R&D 전략 수립이란 정보기술 환경 분석을 통해 도출된 핵심기회와 기술을 바탕으로 R&D 프로젝트를 기획하고 대내외로 확산하는 능력이다.,정보통신,정보기술,정보기술전략·계획,정보기술전략,IEEE 1471 표준규격 | IEEE 1471 표준규격 | ISO 9001 국제표준,비즈니스 및 정보기술 모델링 기술 | 비즈니스 및 정보기술 모델링 기술 | 성과지표 항목도출 및 명세 정의 능력,관련 이해관계자들과의 적극적 커뮤니케이션 노력 | 관련 이해관계자들과의 적극적 커뮤니케이션 노력 | 논리적 사고와 판단을 할 수 있는 태도,머신러닝
1901120201,전기저장장치 설치조건 분석,"전기저장장치 설치조건 분석이란 전기저장장치를 현장에 설치하고 운용하기 위하여 전지·모듈, 전력변환장치, 전력관리장치에 대한 각각 및 통합 설치조건을 분석하는 능력이다.",전기·전자,전기,전기저장장치,전기저장장치설치,,,,머신러닝
